model_seed,gamma,amplification,step_to_watermark,match_percent,perplexity,z_score,prompt
1,0.1,5,100,0.43137254901960786,8.5865478515625,7.888244473357788,What are the main causes of climate change?
1,0.1,7,100,0.6666666666666666,22.261341094970703,13.489364809469826,What are the main causes of climate change?
1,0.1,9,100,0.7868852459016393,36.16939163208008,17.882484230627803,What are the main causes of climate change?
1,0.1,1,100,0.2283464566929134,10.492423057556152,4.8213037011608835,Describe your ideal vacation destination.
1,0.1,3,100,0.2653061224489796,14.018011093139648,3.8571428571428568,Describe your ideal vacation destination.
1,0.1,5,100,0.5748031496062992,20.35706901550293,17.835865839263885,Describe your ideal vacation destination.
1,0.1,7,100,0.8629032258064516,10.1568603515625,28.31776928622151,Describe your ideal vacation destination.
1,0.1,9,100,0.9148936170212766,42.18061447143555,26.335622487807854,Describe your ideal vacation destination.
1,0.1,1,100,0.12598425196850394,10.528458595275879,0.9760921603577247,Write a creative story about a robot learning to feel emotions.
1,0.1,3,100,0.3937007874015748,13.560032844543457,11.03279926707368,Write a creative story about a robot learning to feel emotions.
1,0.1,5,100,0.5275590551181102,21.914993286132812,16.06115282043166,Write a creative story about a robot learning to feel emotions.
1,0.1,7,100,0.8661417322834646,2.2340409755706787,28.779929455395955,Write a creative story about a robot learning to feel emotions.
1,0.1,9,100,0.921875,4.729696273803711,30.99484724201033,Write a creative story about a robot learning to feel emotions.
1,0.1,1,100,0.16535433070866143,6.589714527130127,2.4550196760512475,Explain the theory of relativity in layman's terms.
1,0.1,3,100,0.2755905511811024,5.8698835372924805,6.596016719993111,Explain the theory of relativity in layman's terms.
1,0.1,5,100,0.5433070866141733,16.073877334594727,16.652723826709067,Explain the theory of relativity in layman's terms.
1,0.1,7,100,0.889763779527559,4.6285176277160645,29.667285964812066,Explain the theory of relativity in layman's terms.
1,0.1,9,100,0.9516129032258065,5.5943779945373535,31.610533156712382,Explain the theory of relativity in layman's terms.
1,0.1,1,100,0.14285714285714285,41.13314437866211,0.6546536707079771,What are the key principles of good leadership?
1,0.1,3,100,0.13636363636363635,26.84710693359375,0.568535243614961,What are the key principles of good leadership?
1,0.1,5,100,0.6605504587155964,4.185950756072998,19.507728675670784,What are the key principles of good leadership?
1,0.1,7,100,0.6451612903225806,48.60291290283203,10.11776534750832,What are the key principles of good leadership?
1,0.1,9,100,0.9032258064516129,77.73631286621094,14.907240068222317,What are the key principles of good leadership?
1,0.1,1,100,0.1968503937007874,8.047797203063965,3.638161688606066,Describe the life cycle of a butterfly.
1,0.1,3,100,0.2677165354330709,9.977689743041992,6.300231216854407,Describe the life cycle of a butterfly.
1,0.1,5,100,0.48031496062992124,15.104220390319824,14.28643980159943,Describe the life cycle of a butterfly.
1,0.1,7,100,0.7795275590551181,8.846461296081543,25.526288920870204,Describe the life cycle of a butterfly.
1,0.1,9,100,0.9212598425196851,6.310166835784912,30.850427977366888,Describe the life cycle of a butterfly.
1,0.1,1,100,0.15714285714285714,8.03870964050293,1.5936381457791915,Write a dialogue between two characters meeting for the first time.
1,0.1,3,100,0.415929203539823,8.993555068969727,11.194578333764808,Write a dialogue between two characters meeting for the first time.
1,0.1,5,100,0.44881889763779526,12.058952331542969,13.103297789044612,Write a dialogue between two characters meeting for the first time.
1,0.1,7,100,0.8818897637795275,2.96136212348938,29.371500461673364,Write a dialogue between two characters meeting for the first time.
1,0.1,9,100,0.9534883720930233,23.228273391723633,18.655658437355306,Write a dialogue between two characters meeting for the first time.
1,0.1,1,100,0.14960629921259844,10.107114791870117,1.8634486697738386,Explain the importance of biodiversity.
1,0.1,3,100,0.30708661417322836,9.068979263305664,7.77915873254793,Explain the importance of biodiversity.
1,0.1,5,100,0.5433070866141733,13.218472480773926,16.652723826709067,Explain the importance of biodiversity.
1,0.1,7,100,0.7155963302752294,22.781383514404297,21.423381246113085,Explain the importance of biodiversity.
1,0.1,9,100,0.9035087719298246,37.082908630371094,28.597086780294386,Explain the importance of biodiversity.
1,0.1,1,100,0.18110236220472442,8.525683403015137,3.046590682328657,What are the pros and cons of social media?
1,0.1,3,100,0.3858267716535433,9.69049072265625,10.737013763934975,What are the pros and cons of social media?
1,0.1,5,100,0.4330708661417323,15.09753704071045,12.511726782767203,What are the pros and cons of social media?
1,0.1,7,100,0.6416666666666667,21.745342254638672,19.778870132130997,What are the pros and cons of social media?
1,0.1,9,100,0.8214285714285714,12.492924690246582,25.44960784928796,What are the pros and cons of social media?
1,0.1,1,100,0.19811320754716982,8.950891494750977,3.367124322838515,Describe the process of evolution by natural selection.
1,0.1,3,100,0.3783783783783784,9.545370101928711,9.776327356250738,Describe the process of evolution by natural selection.
1,0.1,5,100,0.49382716049382713,11.124067306518555,11.814814814814813,Describe the process of evolution by natural selection.
1,0.1,7,100,0.8021978021978022,42.62445068359375,22.32846702217686,Describe the process of evolution by natural selection.
1,0.1,9,100,0.8620689655172413,7.021568775177002,27.35911315808564,Describe the process of evolution by natural selection.
1,0.1,1,100,0.18110236220472442,9.0736722946167,3.046590682328657,Write a story about time travel.
1,0.1,3,100,0.3543307086614173,11.307182312011719,9.553871751380157,Write a story about time travel.
1,0.1,5,100,0.5275590551181102,16.887502670288086,16.06115282043166,Write a story about time travel.
1,0.1,7,100,0.7109375,30.012508392333984,23.03989595366167,Write a story about time travel.
1,0.1,9,100,0.8671875,19.640560150146484,28.932452463549566,Write a story about time travel.
1,0.1,1,100,0.18110236220472442,9.805465698242188,3.046590682328657,Explain how vaccines work to protect us from diseases.
1,0.1,3,100,0.32989690721649484,12.458231925964355,7.5474064941599,Explain how vaccines work to protect us from diseases.
1,0.1,5,100,0.5411764705882353,22.0732421875,13.55815361366601,Explain how vaccines work to protect us from diseases.
1,0.1,7,100,0.8,28.99703025817871,26.087459737497547,Explain how vaccines work to protect us from diseases.
1,0.1,9,100,0.984,13.837167739868164,32.9447348684969,Explain how vaccines work to protect us from diseases.
1,0.1,1,100,0.2391304347826087,15.292731285095215,3.1454283979711386,What are the characteristics of a healthy diet?
1,0.1,3,100,0.2962962962962963,8.82332992553711,5.888888888888888,What are the characteristics of a healthy diet?
1,0.1,5,100,0.5344827586206896,10.346583366394043,15.598408406872355,What are the characteristics of a healthy diet?
1,0.1,7,100,0.7540983606557377,41.42772674560547,17.028905031075162,What are the characteristics of a healthy diet?
1,0.1,9,100,0.8264462809917356,3.29839825630188,26.636363636363637,What are the characteristics of a healthy diet?
1,0.1,1,100,0.1889763779527559,7.404628276824951,3.3423761854673613,Describe the water cycle.
1,0.1,3,100,0.31496062992125984,16.16915512084961,8.074944235686633,Describe the water cycle.
1,0.1,5,100,0.4608695652173913,11.52839469909668,12.89964984732434,Describe the water cycle.
1,0.1,7,100,0.664,28.652873992919922,21.01903898849802,Describe the water cycle.
1,0.1,9,100,0.9140625,5.63753604888916,30.700219416515935,Describe the water cycle.
1,0.1,1,100,0.1968503937007874,11.766642570495605,3.638161688606066,Write a creative story about a magical library.
1,0.1,3,100,0.4251968503937008,17.745948791503906,12.215941279628497,Write a creative story about a magical library.
1,0.1,5,100,0.6446280991735537,27.020647048950195,19.96969696969697,Write a creative story about a magical library.
1,0.1,7,100,0.8253968253968254,11.472831726074219,27.141863900883987,Write a creative story about a magical library.
1,0.1,9,100,0.9126984126984127,10.814118385314941,30.40839019092473,Write a creative story about a magical library.
1,0.1,1,100,0.15748031496062992,10.742914199829102,2.159234172912543,Explain the concept of artificial intelligence.
1,0.1,3,100,0.2920353982300885,10.076301574707031,6.804547614641353,Explain the concept of artificial intelligence.
1,0.1,5,100,0.4322033898305085,11.863816261291504,12.028841673871426,Explain the concept of artificial intelligence.
1,0.1,7,100,0.6796116504854369,32.347591400146484,19.608052635469434,Explain the concept of artificial intelligence.
1,0.1,9,100,0.7936507936507936,51.327674865722656,18.35227496722581,Explain the concept of artificial intelligence.
1,0.1,1,100,0.1,20.072172164916992,0.0,What are the main causes of economic inequality?
1,0.1,3,100,0.3333333333333333,12.498984336853027,4.666666666666667,What are the main causes of economic inequality?
1,0.1,5,100,0.5714285714285714,6.926120758056641,17.142261894427552,What are the main causes of economic inequality?
1,0.1,7,100,0.6310679611650486,10.124110221862793,17.96583717186228,What are the main causes of economic inequality?
1,0.1,9,100,0.984375,3.2065670490264893,33.35186984596549,What are the main causes of economic inequality?
1,0.1,1,100,0.1732283464566929,9.469117164611816,2.7508051791899524,Describe the structure and function of DNA.
1,0.1,3,100,0.3888888888888889,14.865675926208496,8.171011693711216,Describe the structure and function of DNA.
1,0.1,5,100,0.48031496062992124,15.888490676879883,14.28643980159943,Describe the structure and function of DNA.
1,0.1,7,100,0.6141732283464567,15.65046215057373,19.31479335495741,Describe the structure and function of DNA.
1,0.1,9,100,0.84251968503937,30.620683670043945,27.89257294597984,Describe the structure and function of DNA.
1,0.1,1,100,0.2440944881889764,11.286177635192871,5.412874707438293,Write a poem about friendship.
1,0.1,3,100,0.546875,6.649049758911133,16.852711618279383,Write a poem about friendship.
1,0.1,5,100,0.5625,19.314861297607422,17.441967269268172,Write a poem about friendship.
1,0.1,7,100,0.7563025210084033,3.9935078620910645,23.864717539301097,Write a poem about friendship.
1,0.1,9,100,0.8135593220338984,35.03763198852539,18.269843840975618,Write a poem about friendship.
1,0.1,1,100,0.18110236220472442,10.507596015930176,3.046590682328657,Explain how the internet works.
1,0.1,3,100,0.4015748031496063,9.787823677062988,11.328584770212384,Explain how the internet works.
1,0.1,5,100,0.5196850393700787,12.361212730407715,15.765367317292952,Explain how the internet works.
1,0.1,7,100,0.7322834645669292,8.347563743591309,23.751575902037978,Explain how the internet works.
1,0.1,9,100,0.8085106382978723,41.86259078979492,22.89755166694521,Explain how the internet works.
1,0.1,1,100,0.14285714285714285,22.785245895385742,0.9258200997725514,What are the benefits and drawbacks of remote work?
1,0.1,3,100,0.4142857142857143,14.184998512268066,8.765009801785553,What are the benefits and drawbacks of remote work?
1,0.1,5,100,0.580952380952381,17.074432373046875,16.427651227966976,What are the benefits and drawbacks of remote work?
1,0.1,7,100,0.782608695652174,29.933055877685547,24.40054248228821,What are the benefits and drawbacks of remote work?
1,0.1,9,100,0.912,30.709007263183594,30.26145329549715,What are the benefits and drawbacks of remote work?
1,0.1,1,100,0.18110236220472442,7.063212871551514,3.046590682328657,Describe the process of metamorphosis.
1,0.1,3,100,0.3858267716535433,12.864643096923828,10.737013763934975,Describe the process of metamorphosis.
1,0.1,5,100,0.6220472440944882,13.424837112426758,19.610578858096112,Describe the process of metamorphosis.
1,0.1,7,100,0.8346456692913385,3.41215443611145,27.596787442841137,Describe the process of metamorphosis.
1,0.1,9,100,0.9291338582677166,5.691854953765869,31.14621348050559,Describe the process of metamorphosis.
1,0.1,1,100,0.2047244094488189,10.344977378845215,3.9339471917447706,Write a story about an alien visiting Earth.
1,0.1,3,100,0.5257731958762887,13.575337409973145,13.97793220667282,Write a story about an alien visiting Earth.
1,0.1,5,100,0.7401574803149606,7.096277236938477,24.04736140517668,Write a story about an alien visiting Earth.
1,0.1,7,100,0.746031746031746,28.836809158325195,24.172294546301494,Write a story about an alien visiting Earth.
1,0.1,9,100,0.9913793103448276,10.44404411315918,32.001496612511936,Write a story about an alien visiting Earth.
1,0.1,1,100,0.18110236220472442,10.385347366333008,3.046590682328657,Explain the concept of sustainable development.
1,0.1,3,100,0.3228346456692913,7.826895713806152,8.37072973882534,Explain the concept of sustainable development.
1,0.1,5,100,0.6535433070866141,10.387096405029297,20.79372087065093,Explain the concept of sustainable development.
1,0.1,7,100,0.7469879518072289,28.80870819091797,19.647802538154572,Explain the concept of sustainable development.
1,0.1,9,100,0.78125,5.19922399520874,25.691546383111223,Explain the concept of sustainable development.
1,0.1,1,100,0.11764705882352941,47.7122802734375,0.2425356250363328,What are the key elements of effective communication?
1,0.1,3,100,0.3125,66.49665832519531,2.833333333333333,What are the key elements of effective communication?
1,0.1,5,100,0.5254237288135594,6.3085832595825195,15.404281939498611,What are the key elements of effective communication?
1,0.1,7,100,0.6440677966101694,9.9266357421875,19.70029682302412,What are the key elements of effective communication?
1,0.1,9,100,0.7734375,4.022477626800537,25.39691855761683,What are the key elements of effective communication?
1,0.1,1,100,0.2440944881889764,11.992804527282715,5.412874707438293,Describe the formation of mountains.
1,0.1,3,100,0.41836734693877553,11.973308563232422,10.505586463342992,Describe the formation of mountains.
1,0.1,5,100,0.5984251968503937,12.544171333312988,18.72322234868,Describe the formation of mountains.
1,0.1,7,100,0.7716535433070866,15.31801986694336,25.230503417731498,Describe the formation of mountains.
1,0.1,9,100,0.859375,7.121790885925293,28.63782463805517,Describe the formation of mountains.
1,0.1,1,100,0.18110236220472442,11.487014770507812,3.046590682328657,Write a creative story about a detective solving a mystery.
1,0.1,3,100,0.3937007874015748,14.159092903137207,11.03279926707368,Write a creative story about a detective solving a mystery.
1,0.1,5,100,0.48031496062992124,12.875720977783203,14.28643980159943,Write a creative story about a detective solving a mystery.
1,0.1,7,100,0.9140625,5.712756633758545,30.700219416515935,Write a creative story about a detective solving a mystery.
1,0.1,9,100,0.90625,50.441864013671875,30.40559159102154,Write a creative story about a detective solving a mystery.
1,0.1,1,100,0.1732283464566929,6.723198890686035,2.7508051791899524,Explain how solar panels convert sunlight to electricity.
1,0.1,3,100,0.38028169014084506,9.632009506225586,7.872318332685893,Explain how solar panels convert sunlight to electricity.
1,0.1,5,100,0.5643564356435643,19.909278869628906,15.555748073616162,Explain how solar panels convert sunlight to electricity.
1,0.1,7,100,0.7608695652173914,31.364891052246094,14.94078489036291,Explain how solar panels convert sunlight to electricity.
1,0.1,9,100,0.8650793650793651,4.704211711883545,28.626648578175235,Explain how solar panels convert sunlight to electricity.
1,0.1,1,100,0.11764705882352941,46.05903244018555,0.2425356250363328,What are the main factors that influence climate?
1,0.1,3,100,0.19047619047619047,29.587703704833984,1.382046638161285,What are the main factors that influence climate?
1,0.1,5,100,0.6341463414634146,16.054100036621094,11.400684617868242,What are the main factors that influence climate?
1,0.1,7,100,0.5806451612903226,31.451839447021484,8.92039666732982,What are the main factors that influence climate?
1,0.1,9,100,0.9130434782608695,18.967493057250977,18.381097200643843,What are the main factors that influence climate?
1,0.1,1,100,0.15555555555555556,6.802030086517334,1.7568209223157663,Describe the human digestive system.
1,0.1,3,100,0.3464566929133858,8.578042030334473,9.258086248241453,Describe the human digestive system.
1,0.1,5,100,0.5433070866141733,13.763416290283203,16.652723826709067,Describe the human digestive system.
1,0.1,7,100,0.7661290322580645,24.08493423461914,24.72566324568601,Describe the human digestive system.
1,0.1,9,100,0.8991596638655462,12.531111717224121,29.059342355794296,Describe the human digestive system.
1,0.1,1,100,0.15748031496062992,11.582304000854492,2.159234172912543,Write a story about a character overcoming their fears.
1,0.1,3,100,0.2828282828282828,11.243294715881348,6.063728152063913,Write a story about a character overcoming their fears.
1,0.1,5,100,0.6416666666666667,12.426074981689453,19.778870132130997,Write a story about a character overcoming their fears.
1,0.1,7,100,0.75,8.370953559875488,23.734644158557195,Write a story about a character overcoming their fears.
1,0.1,9,100,0.859375,18.54747200012207,28.63782463805517,Write a story about a character overcoming their fears.
1,0.1,1,100,0.14960629921259844,6.74365234375,1.8634486697738386,Explain the concept of supply and demand in economics.
1,0.1,3,100,0.3217391304347826,6.533263206481934,7.926290870042667,Explain the concept of supply and demand in economics.
1,0.1,5,100,0.5102040816326531,9.417455673217773,13.536044096999625,Explain the concept of supply and demand in economics.
1,0.1,7,100,0.7890625,7.716452598571777,25.986174208605618,Explain the concept of supply and demand in economics.
1,0.1,9,100,0.9733333333333334,154.52134704589844,25.210961754613656,Explain the concept of supply and demand in economics.
1,0.1,1,100,0.1694915254237288,7.135401725769043,1.7792484500712593,What are the benefits of exercise for mental health?
1,0.1,3,100,0.29,7.975256443023682,6.333333333333333,What are the benefits of exercise for mental health?
1,0.1,5,100,0.45,9.610520362854004,7.378647873726218,What are the benefits of exercise for mental health?
1,0.1,7,100,0.775,5.895722389221191,24.647515087732472,What are the benefits of exercise for mental health?
1,0.1,9,100,0.816,4.740480422973633,26.68374453149749,What are the benefits of exercise for mental health?
1,0.1,1,100,0.18110236220472442,7.880385875701904,3.046590682328657,Describe the process of photosynthesis in detail.
1,0.1,3,100,0.2677165354330709,14.14331340789795,6.300231216854407,Describe the process of photosynthesis in detail.
1,0.1,5,100,0.5039370078740157,17.770551681518555,15.173796311015543,Describe the process of photosynthesis in detail.
1,0.1,7,100,0.6771653543307087,9.662821769714355,21.681077380067045,Describe the process of photosynthesis in detail.
1,0.1,9,100,0.9291338582677166,8.676469802856445,31.14621348050559,Describe the process of photosynthesis in detail.
1,0.1,1,100,0.3228346456692913,10.869327545166016,8.37072973882534,Write a poem about the changing seasons.
1,0.1,3,100,0.4330708661417323,21.547039031982422,12.511726782767203,Write a poem about the changing seasons.
1,0.1,5,100,0.6299212598425197,13.309008598327637,19.906364361234818,Write a poem about the changing seasons.
1,0.1,7,100,0.9606299212598425,2.9859561920166016,32.32935549306041,Write a poem about the changing seasons.
1,0.1,9,100,0.9921259842519685,2.4288625717163086,33.51249750561523,Write a poem about the changing seasons.
1,0.1,1,100,0.2125984251968504,7.471320152282715,4.2297326948834755,Explain how the human brain processes information.
1,0.1,3,100,0.41732283464566927,9.9373779296875,11.920155776489793,Explain how the human brain processes information.
1,0.1,5,100,0.5118110236220472,12.657455444335938,15.469581814154248,Explain how the human brain processes information.
1,0.1,7,100,0.6771653543307087,14.64991283416748,21.681077380067045,Explain how the human brain processes information.
1,0.1,9,100,0.7952755905511811,7.497576713562012,26.117859927147613,Explain how the human brain processes information.
1,0.1,1,100,0.1,42.71921920776367,0.0,What are the main challenges facing renewable energy adoption?
1,0.1,3,100,0.2727272727272727,51.16696548461914,2.7005424071710653,What are the main challenges facing renewable energy adoption?
1,0.1,5,100,0.43333333333333335,34.9608039855957,6.085806194501846,What are the main challenges facing renewable energy adoption?
1,0.1,7,100,0.4,38.55399703979492,5.477225575051661,What are the main challenges facing renewable energy adoption?
1,0.1,9,100,0.9555555555555556,98.64301300048828,19.1308038074982,What are the main challenges facing renewable energy adoption?
1,0.1,1,100,0.23622047244094488,11.463220596313477,5.117089204299588,Describe the life cycle of a star.
1,0.1,3,100,0.4409448818897638,11.367633819580078,12.807512285905908,Describe the life cycle of a star.
1,0.1,5,100,0.5905511811023622,5.639389991760254,18.427436845541294,Describe the life cycle of a star.
1,0.1,7,100,0.7471264367816092,62.56658935546875,20.11997857045595,Describe the life cycle of a star.
1,0.1,9,100,0.8740157480314961,5.358303070068359,29.075714958534657,Describe the life cycle of a star.
1,0.1,1,100,0.1968503937007874,10.357892036437988,3.638161688606066,Write a story about a character discovering a hidden talent.
1,0.1,3,100,0.4645669291338583,14.807393074035645,13.694868795322021,Write a story about a character discovering a hidden talent.
1,0.1,5,100,0.6377952755905512,23.889904022216797,20.20214986437352,Write a story about a character discovering a hidden talent.
1,0.1,7,100,0.921875,10.002937316894531,30.99484724201033,Write a story about a character discovering a hidden talent.
1,0.1,9,100,0.9375,20.892452239990234,31.58410289299912,Write a story about a character discovering a hidden talent.
1,0.1,1,100,0.23622047244094488,6.550191879272461,5.117089204299588,Explain the concept of democracy and its principles.
1,0.1,3,100,0.3564356435643564,6.873791217803955,8.590487742146237,Explain the concept of democracy and its principles.
1,0.1,5,100,0.5603448275862069,14.235981941223145,16.526885097757614,Explain the concept of democracy and its principles.
1,0.1,7,100,0.7142857142857143,15.423043251037598,20.270394394014364,Explain the concept of democracy and its principles.
1,0.1,9,100,0.9375,6.970818996429443,31.58410289299912,Explain the concept of democracy and its principles.
1,0.1,1,100,0.23076923076923078,8.39396858215332,4.445299063132171,What are the environmental impacts of plastic pollution?
1,0.1,3,100,0.36619718309859156,15.725106239318848,7.476724446621275,What are the environmental impacts of plastic pollution?
1,0.1,5,100,0.6666666666666666,11.25859546661377,19.90067931094406,What are the environmental impacts of plastic pollution?
1,0.1,7,100,0.8174603174603174,14.290821075439453,26.84490696542574,What are the environmental impacts of plastic pollution?
1,0.1,9,100,0.8828828828828829,5.369472503662109,27.493943276964053,What are the environmental impacts of plastic pollution?
1,0.1,1,100,0.15748031496062992,5.17596435546875,2.159234172912543,Describe the process of cellular respiration.
1,0.1,3,100,0.3228346456692913,9.371930122375488,8.37072973882534,Describe the process of cellular respiration.
1,0.1,5,100,0.4566929133858268,8.721028327941895,13.399083292183317,Describe the process of cellular respiration.
1,0.1,7,100,0.7952755905511811,14.020650863647461,26.117859927147613,Describe the process of cellular respiration.
1,0.1,9,100,0.8494623655913979,109.01889038085938,24.09184437423688,Describe the process of cellular respiration.
1,0.1,1,100,0.18110236220472442,11.304813385009766,3.046590682328657,Write a creative story about a parallel universe.
1,0.1,3,100,0.6220472440944882,4.806089878082275,19.610578858096112,Write a creative story about a parallel universe.
1,0.1,5,100,0.626984126984127,12.48348617553711,19.717940514427756,Write a creative story about a parallel universe.
1,0.1,7,100,0.904,6.437678337097168,29.96331089849718,Write a creative story about a parallel universe.
1,0.1,9,100,0.9917355371900827,3.1365511417388916,32.696969696969695,Write a creative story about a parallel universe.
1,0.1,1,100,0.16535433070866143,11.067323684692383,2.4550196760512475,Explain how antibiotics work to fight bacterial infections.
1,0.1,3,100,0.35135135135135137,11.083906173706055,8.827169360498239,Explain how antibiotics work to fight bacterial infections.
1,0.1,5,100,0.5634920634920635,15.532024383544922,17.342285030761758,Explain how antibiotics work to fight bacterial infections.
1,0.1,7,100,0.8032786885245902,36.080223083496094,18.309273830404123,Explain how antibiotics work to fight bacterial infections.
1,0.1,9,100,0.8032786885245902,54.46918487548828,18.309273830404123,Explain how antibiotics work to fight bacterial infections.
1,0.1,1,100,0.18181818181818182,20.258930206298828,1.2792042981336624,What are the key factors that contribute to happiness?
1,0.1,3,100,0.375,18.41548728942871,5.797509043642029,What are the key factors that contribute to happiness?
1,0.1,5,100,0.4696969696969697,15.180438041687012,10.01144126631906,What are the key factors that contribute to happiness?
1,0.1,7,100,0.4857142857142857,42.92583084106445,7.606388292556649,What are the key factors that contribute to happiness?
1,0.1,9,100,0.9765625,3.6676812171936035,33.057242020471094,What are the key factors that contribute to happiness?
1,0.1,1,100,0.2283464566929134,7.664002418518066,4.8213037011608835,Describe the structure of an atom.
1,0.1,3,100,0.36220472440944884,9.442338943481445,9.849657254518862,Describe the structure of an atom.
1,0.1,5,100,0.4015748031496063,7.398182392120361,11.328584770212384,Describe the structure of an atom.
1,0.1,7,100,0.6031746031746031,19.606246948242188,13.312748660436112,Describe the structure of an atom.
1,0.1,9,100,0.890625,22.563579559326172,29.81633594003275,Describe the structure of an atom.
1,0.1,1,100,0.1889763779527559,11.453475952148438,3.3423761854673613,Write a story about a character learning a valuable life lesson.
1,0.1,3,100,0.3700787401574803,13.047059059143066,10.145442757657566,Write a story about a character learning a valuable life lesson.
1,0.1,5,100,0.6141732283464567,8.869867324829102,19.31479335495741,Write a story about a character learning a valuable life lesson.
1,0.1,7,100,0.7421875,2.554973602294922,24.21840725563925,Write a story about a character learning a valuable life lesson.
1,0.1,9,100,0.8984375,3.7719531059265137,30.110963765527146,Write a story about a character learning a valuable life lesson.
1,0.1,1,100,0.15,4.738469123840332,1.6666666666666667,Explain the concept of renewable vs non-renewable resources.
1,0.1,3,100,0.3274336283185841,6.3684210777282715,8.058842105819483,Explain the concept of renewable vs non-renewable resources.
1,0.1,5,100,0.5517241379310345,10.062385559082031,11.467428469749102,Explain the concept of renewable vs non-renewable resources.
1,0.1,7,100,0.8103448275862069,23.38462257385254,18.03275011273523,Explain the concept of renewable vs non-renewable resources.
1,0.1,9,100,0.8493150684931506,51.50856399536133,21.340502505427803,Explain the concept of renewable vs non-renewable resources.
1,0.1,1,100,0.13333333333333333,22.327789306640625,0.4303314829119352,What are the main causes of deforestation?
1,0.1,3,100,0.23529411764705882,20.30061912536621,1.8594397919452192,What are the main causes of deforestation?
1,0.1,5,100,0.4090909090909091,23.1082706451416,4.83254957072717,What are the main causes of deforestation?
1,0.1,7,100,0.4166666666666667,75.2713623046875,3.656551704867629,What are the main causes of deforestation?
1,0.1,9,100,0.8333333333333334,198.6265106201172,8.467803948114511,What are the main causes of deforestation?
