prompt_idx,prompt,model_seed,gamma,amplification,step_to_watermark,match_percent,perplexity,z_score,source_file
66,Write a poem about the night sky.,1,0.025,100,1,0.03937007874015748,15.533041954040527,1.0372625452240196,prompts.txt
67,Explain how the circulatory system works.,1,0.025,100,1,0.05660377358490566,8.216769218444824,2.084104840213759,prompts.txt
68,What are the effects of global warming on ecosystems?,1,0.025,100,1,0.0546875,9.506208419799805,2.151326364874732,prompts.txt
69,Describe the rock cycle.,1,0.025,100,1,0.047244094488188976,9.027230262756348,1.6056255837029345,prompts.txt
70,Write a creative story about a talking tree.,1,0.025,100,1,0.06299212598425197,13.372883796691895,2.742351660660764,prompts.txt
71,Explain how blockchain technology works.,1,0.025,100,1,0.04807692307692308,8.802127838134766,1.5073783032511863,prompts.txt
72,What are the advantages of teamwork?,1,0.025,100,1,0.05263157894736842,14.003996849060059,1.091001100278875,prompts.txt
73,Describe the process of fossil formation.,1,0.025,100,1,0.05333333333333334,28.957508087158203,1.5716505559714824,prompts.txt
74,Write a story about a character lost in a dream world.,1,0.025,100,1,0.056074766355140186,9.373739242553711,2.0588629984516893,prompts.txt
75,Explain the concept of probability in everyday life.,1,0.025,100,1,0.045871559633027525,6.135263919830322,1.3957120879378748,prompts.txt
76,What are the benefits of eating fruits and vegetables?,1,0.025,100,1,0.06741573033707865,7.157953262329102,2.563006103797143,prompts.txt
77,Describe how thunderstorms form.,1,0.025,100,1,0.04950495049504951,10.3756685256958,1.5774013355336958,prompts.txt
78,Write a poem about love.,1,0.025,100,1,0.0390625,19.48029136657715,1.019049330730136,prompts.txt
79,Explain how the nervous system controls the body.,1,0.025,100,1,0.05454545454545454,5.621608257293701,1.9847906537954927,prompts.txt
80,What are the consequences of overfishing?,1,0.025,100,1,0.04854368932038835,8.35073471069336,1.5304558945647098,prompts.txt
81,Describe the process of germination.,1,0.025,100,1,0.04950495049504951,11.118406295776367,1.5774013355336958,prompts.txt
82,Write a story about a secret door to another world.,1,0.025,100,1,0.03937007874015748,10.254483222961426,1.0372625452240196,prompts.txt
83,Explain the concept of machine learning.,1,0.025,100,1,0.0390625,9.301870346069336,1.019049330730136,prompts.txt
84,What are the causes and effects of air pollution?,1,0.025,100,1,0.04081632653061224,15.172126770019531,0.7091389668511001,prompts.txt
85,Describe how earthquakes occur.,1,0.025,100,1,0.04950495049504951,12.91954517364502,1.5774013355336958,prompts.txt
86,Write a creative story about a forgotten city.,1,0.025,100,1,0.06299212598425197,10.558727264404297,2.742351660660764,prompts.txt
87,Explain how recycling helps the environment.,1,0.025,100,1,0.0390625,8.155314445495605,1.019049330730136,prompts.txt
88,What are the benefits of physical fitness?,1,0.025,100,1,0.07758620689655173,6.138271808624268,3.6276763040453206,prompts.txt
89,Describe the water filtration process.,1,0.025,100,1,0.05660377358490566,7.029325008392334,2.084104840213759,prompts.txt
90,Write a poem about courage.,1,0.025,100,1,0.0546875,23.97372817993164,2.151326364874732,prompts.txt
91,Explain the concept of gravity in simple terms.,1,0.025,100,1,0.06930693069306931,12.319648742675781,2.8520690814195104,prompts.txt
92,What are the effects of desertification?,1,0.025,100,1,0.045454545454545456,33.4502067565918,0.6145098677990269,prompts.txt
93,Describe the process of volcanic eruption.,1,0.025,100,1,0.04716981132075472,11.163719177246094,1.4619839923887563,prompts.txt
94,Write a story about an unlikely friendship.,1,0.025,100,1,0.0392156862745098,15.644617080688477,0.9195928886986884,prompts.txt
95,Explain how renewable energy reduces carbon emissions.,1,0.025,100,1,0.06666666666666667,18.503183364868164,2.311250817605121,prompts.txt
96,What are the impacts of urbanization?,1,0.025,100,1,0.07142857142857142,19.71565818786621,1.5735915849388862,prompts.txt
97,Describe the function of the respiratory system.,1,0.025,100,1,0.03937007874015748,8.709080696105957,1.0372625452240196,prompts.txt
98,Write a creative story about a cursed object.,1,0.025,100,1,0.047244094488188976,8.934176445007324,1.6056255837029345,prompts.txt
99,Explain the importance of critical thinking.,1,0.025,100,1,0.05511811023622047,9.775640487670898,2.173988622181849,prompts.txt
100,What are the pros and cons of space exploration?,1,0.025,100,1,0.0625,19.799728393554688,2.7174648819470297,prompts.txt
101,Write a story about a cat who discovers a secret passage in the house.,1,0.025,100,1,0.07086614173228346,11.123298645019531,3.310714699139679,prompts.txt
102,Write a story about a child who finds a magical key.,1,0.025,100,1,0.047244094488188976,13.09842300415039,1.6056255837029345,prompts.txt
103,Write a story about a prince who saves a princess from a dragon.,1,0.025,100,1,0.0594059405940594,8.530134201049805,2.214735208476603,prompts.txt
104,Write a story about a girl who can talk to animals.,1,0.025,100,1,0.031496062992125984,9.205470085144043,0.4688995067451046,prompts.txt
105,Write a story about a robot learning to feel emotions.,1,0.025,100,1,0.047244094488188976,9.87027359008789,1.6056255837029345,prompts.txt
106,Write a story about a boy who travels to the center of the Earth.,1,0.025,100,1,0.05511811023622047,10.086098670959473,2.173988622181849,prompts.txt
107,Write a story about a character who wakes up in a parallel universe.,1,0.025,100,1,0.0546875,9.10251235961914,2.151326364874732,prompts.txt
108,Write a story about a detective solving a mystery in a futuristic city.,1,0.025,100,1,0.047244094488188976,11.259943008422852,1.6056255837029345,prompts.txt
109,Write a story about an alien visiting Earth for the first time.,1,0.025,100,1,0.07086614173228346,9.038161277770996,3.310714699139679,prompts.txt
110,Write a story about a magical library that grants wishes.,1,0.025,100,1,0.03937007874015748,9.193618774414062,1.0372625452240196,prompts.txt
111,Write a story about a secret door to another world.,1,0.025,100,1,0.03937007874015748,10.254483222961426,1.0372625452240196,prompts.txt
112,Write a story about a character discovering a hidden talent.,1,0.025,100,1,0.0546875,11.885213851928711,2.151326364874732,prompts.txt
113,Write a story about a character overcoming their fears.,1,0.025,100,1,0.047244094488188976,11.58719253540039,1.6056255837029345,prompts.txt
114,Write a story about a character finding their true purpose.,1,0.025,100,1,0.03937007874015748,8.828455924987793,1.0372625452240196,prompts.txt
115,Write a story about a cursed object that changes lives.,1,0.025,100,1,0.0390625,11.18392562866211,1.019049330730136,prompts.txt
116,Write a story about an unlikely friendship between two very different beings.,1,0.025,100,1,0.038461538461538464,15.559039115905762,0.8793040102298587,prompts.txt
117,Write a story about a talking tree in an enchanted forest.,1,0.025,100,1,0.047244094488188976,11.932052612304688,1.6056255837029345,prompts.txt
118,Write a story about a forgotten city lost under the ocean.,1,0.025,100,1,0.0546875,8.54517936706543,2.151326364874732,prompts.txt
119,Write a story about a time traveler who accidentally changes history.,1,0.025,100,1,0.0390625,9.7108736038208,1.019049330730136,prompts.txt
120,Write a story about a dream that becomes reality.,1,0.025,100,1,0.0594059405940594,11.606854438781738,2.214735208476603,prompts.txt
121,Write a story about two characters meeting for the first time.,1,0.025,100,1,0.07,12.725774765014648,2.8823067684915684,prompts.txt
122,Write a story about a character learning a valuable life lesson.,1,0.025,100,1,0.031496062992125984,8.617719650268555,0.4688995067451046,prompts.txt
123,Write a story about a hero who doesn’t want to be a hero.,1,0.025,100,1,0.031496062992125984,8.459125518798828,0.4688995067451046,prompts.txt
124,Write a story about a thief who steals something magical.,1,0.025,100,1,0.0390625,11.525161743164062,1.019049330730136,prompts.txt
125,Write a story about a kingdom where everyone can fly.,1,0.025,100,1,0.031496062992125984,9.418265342712402,0.4688995067451046,prompts.txt
126,Write a story about a witch who wants to be good.,1,0.025,100,1,0.047244094488188976,6.484340190887451,1.6056255837029345,prompts.txt
127,Write a story about a knight who befriends a dragon.,1,0.025,100,1,0.047244094488188976,9.98137378692627,1.6056255837029345,prompts.txt
128,Write a story about a musician whose songs control the weather.,1,0.025,100,1,0.047244094488188976,12.17961597442627,1.6056255837029345,prompts.txt
129,Write a story about a painter whose art comes to life.,1,0.025,100,1,0.057692307692307696,12.498117446899414,2.135452596272514,prompts.txt
130,Write a story about a scientist who accidentally creates life.,1,0.025,100,1,0.046875,9.387018203735352,1.585187847802434,prompts.txt
131,Write a story about a secret society hidden in plain sight.,1,0.025,100,1,0.03937007874015748,9.903894424438477,1.0372625452240196,prompts.txt
132,Write a story about a city that only appears at night.,1,0.025,100,1,0.05511811023622047,9.155316352844238,2.173988622181849,prompts.txt
133,Write a story about a shapeshifter who loses control.,1,0.025,100,1,0.0390625,11.350895881652832,1.019049330730136,prompts.txt
134,Write a story about a character who can stop time.,1,0.025,100,1,0.0390625,11.1533784866333,1.019049330730136,prompts.txt
135,Write a story about a person who wakes up with no memory.,1,0.025,100,1,0.03125,4.820101261138916,0.4529108136578382,prompts.txt
136,Write a story about a magical carnival that appears once a century.,1,0.025,100,1,0.03937007874015748,12.151287078857422,1.0372625452240196,prompts.txt
137,Write a story about a lonely ghost searching for a friend.,1,0.025,100,1,0.04950495049504951,14.20538330078125,1.5774013355336958,prompts.txt
138,Write a story about a mountain that moves once every hundred years.,1,0.025,100,1,0.047619047619047616,11.661670684814453,1.4845562313052354,prompts.txt
139,Write a story about a ship that sails through the sky.,1,0.025,100,1,0.09,12.303014755249023,4.163331998932265,prompts.txt
140,Write a story about a cursed mirror.,1,0.025,100,1,0.04807692307692308,11.931512832641602,1.5073783032511863,prompts.txt
141,Write a story about a prince who doesn’t want the throne.,1,0.025,100,1,0.047244094488188976,8.194878578186035,1.6056255837029345,prompts.txt
142,Write a story about a magical garden hidden beneath the city.,1,0.025,100,1,0.03937007874015748,9.503182411193848,1.0372625452240196,prompts.txt
143,Write a story about a child who grows up with mythical creatures.,1,0.025,100,1,0.03937007874015748,10.335799217224121,1.0372625452240196,prompts.txt
144,Write a story about a mysterious traveler who knows everyone’s secrets.,1,0.025,100,1,0.05825242718446602,16.396392822265625,2.1615717273748993,prompts.txt
145,Write a story about a lighthouse keeper who guards more than ships.,1,0.025,100,1,0.03937007874015748,10.381379127502441,1.0372625452240196,prompts.txt
146,Write a story about a girl who inherits a haunted house.,1,0.025,100,1,0.046875,9.154581069946289,1.585187847802434,prompts.txt
147,Write a story about a boy who becomes friends with the moon.,1,0.025,100,1,0.03937007874015748,11.42309856414795,1.0372625452240196,prompts.txt
148,Write a story about a magical festival that grants one wish per person.,1,0.025,100,1,0.05102040816326531,13.720902442932129,1.6498893926106966,prompts.txt
149,Write a story about a secret hidden in an ancient book.,1,0.025,100,1,0.03937007874015748,12.58039379119873,1.0372625452240196,prompts.txt
150,Explain the concept of photosynthesis in simple terms.,1,0.025,100,1,0.06837606837606838,10.190848350524902,3.005182170397282,prompts.txt
151,Describe the process of photosynthesis in detail.,1,0.025,100,1,0.03937007874015748,8.929105758666992,1.0372625452240196,prompts.txt
152,Describe the process of photosynthesis using light and chlorophyll.,1,0.025,100,1,0.0625,8.117752075195312,2.7174648819470297,prompts.txt
153,Explain how the water cycle works.,1,0.025,100,1,0.037037037037037035,10.550058364868164,0.8012336167697752,prompts.txt
154,Describe the formation of mountains.,1,0.025,100,1,0.06976744186046512,26.068273544311523,2.659127685483387,prompts.txt
155,Describe how earthquakes occur.,1,0.025,100,1,0.04950495049504951,12.91954517364502,1.5774013355336958,prompts.txt
156,Describe the process of volcanic eruption.,1,0.025,100,1,0.04716981132075472,11.163719177246094,1.4619839923887563,prompts.txt
157,Explain the rock cycle.,1,0.025,100,1,0.037037037037037035,9.790209770202637,0.8012336167697752,prompts.txt
158,Describe the formation of clouds and precipitation.,1,0.025,100,1,0.03773584905660377,7.7558369636535645,0.8398631445637535,prompts.txt
159,Explain the life cycle of a butterfly.,1,0.025,100,1,0.07086614173228346,9.778939247131348,3.310714699139679,prompts.txt
160,Describe the process of metamorphosis.,1,0.025,100,1,0.09615384615384616,7.138954162597656,4.647749768357825,prompts.txt
161,Describe the process of germination.,1,0.025,100,1,0.04950495049504951,11.118406295776367,1.5774013355336958,prompts.txt
162,Explain how thunderstorms form.,1,0.025,100,1,0.03937007874015748,8.332831382751465,1.0372625452240196,prompts.txt
163,Explain the process of fossil formation.,1,0.025,100,1,0.03937007874015748,9.151657104492188,1.0372625452240196,prompts.txt
164,Describe the process of cellular respiration.,1,0.025,100,1,0.04716981132075472,8.504719734191895,1.4619839923887563,prompts.txt
165,Describe the process of protein synthesis.,1,0.025,100,1,0.061946902654867256,13.011646270751953,2.5156194615330696,prompts.txt
166,Explain how DNA stores genetic information.,1,0.025,100,1,0.043859649122807015,6.1745405197143555,1.2897743092420961,prompts.txt
167,Describe the structure and function of DNA.,1,0.025,100,1,0.05555555555555555,10.4331636428833,2.0339007194925065,prompts.txt
168,Explain how the circulatory system works.,1,0.025,100,1,0.05660377358490566,8.216769218444824,2.084104840213759,prompts.txt
169,Describe the function of the respiratory system.,1,0.025,100,1,0.03937007874015748,8.709080696105957,1.0372625452240196,prompts.txt
170,Explain how the nervous system controls the body.,1,0.025,100,1,0.05454545454545454,5.621608257293701,1.9847906537954927,prompts.txt
171,Explain how the immune system protects the body.,1,0.025,100,1,0.03125,8.57945728302002,0.4529108136578382,prompts.txt
172,Explain the process of digestion.,1,0.025,100,1,0.037383177570093455,11.701642036437988,0.8204491647965377,prompts.txt
173,Describe the human digestive system.,1,0.025,100,1,0.04716981132075472,10.650293350219727,1.4619839923887563,prompts.txt
174,Explain the process of water filtration.,1,0.025,100,1,0.03937007874015748,6.024404048919678,1.0372625452240196,prompts.txt
175,Describe how renewable energy reduces carbon emissions.,1,0.025,100,1,0.05357142857142857,8.168375015258789,1.9367281045401676,prompts.txt
176,Explain how solar panels convert sunlight into electricity.,1,0.025,100,1,0.05555555555555555,6.775020122528076,2.0339007194925065,prompts.txt
177,Explain how antibiotics fight bacterial infections.,1,0.025,100,1,0.047244094488188976,9.877720832824707,1.6056255837029345,prompts.txt
178,Explain how vaccines protect us from diseases.,1,0.025,100,1,0.0594059405940594,9.944727897644043,2.214735208476603,prompts.txt
179,Explain how the human brain processes information.,1,0.025,100,1,0.08490566037735849,6.458333492279053,3.950467383688767,prompts.txt
180,Describe the life cycle of a star.,1,0.025,100,1,0.06140350877192982,12.618083953857422,2.4895643643510232,prompts.txt
181,Explain the concept of quantum mechanics in simple terms.,1,0.025,100,1,0.047244094488188976,9.36816120147705,1.6056255837029345,prompts.txt
182,Explain the concept of gravity in simple terms.,1,0.025,100,1,0.06930693069306931,12.319648742675781,2.8520690814195104,prompts.txt
183,Explain the concept of probability in everyday life.,1,0.025,100,1,0.045871559633027525,6.135263919830322,1.3957120879378748,prompts.txt
184,Explain how blockchain technology works.,1,0.025,100,1,0.04807692307692308,8.802127838134766,1.5073783032511863,prompts.txt
185,Explain the concept of artificial intelligence.,1,0.025,100,1,0.038834951456310676,9.827342987060547,0.8993400617545201,prompts.txt
186,Explain the concept of machine learning.,1,0.025,100,1,0.0390625,9.301870346069336,1.019049330730136,prompts.txt
187,Explain the theory of relativity in simple terms.,1,0.025,100,1,0.05825242718446602,8.583152770996094,2.1615717273748993,prompts.txt
188,Explain how a computer processor works.,1,0.025,100,1,0.0390625,8.194714546203613,1.019049330730136,prompts.txt
189,Explain how the internet works.,1,0.025,100,1,0.046296296296296294,8.465154647827148,1.4175671681311408,prompts.txt
190,Explain how recycling helps the environment.,1,0.025,100,1,0.0390625,8.155314445495605,1.019049330730136,prompts.txt
191,Explain the importance of biodiversity.,1,0.025,100,1,0.045871559633027525,11.349736213684082,1.3957120879378748,prompts.txt
192,Explain how climate change affects ecosystems.,1,0.025,100,1,0.03937007874015748,8.584427833557129,1.0372625452240196,prompts.txt
193,Explain the concept of renewable vs non-renewable resources.,1,0.025,100,1,0.0392156862745098,8.609655380249023,0.9195928886986884,prompts.txt
194,Explain the concept of sustainable development.,1,0.025,100,1,0.05511811023622047,8.119017601013184,2.173988622181849,prompts.txt
195,Explain the causes and effects of deforestation.,1,0.025,100,1,0.05063291139240506,10.169995307922363,1.4592818123941722,prompts.txt
196,Explain the environmental impacts of plastic pollution.,1,0.025,100,1,0.047619047619047616,9.999039649963379,1.4845562313052354,prompts.txt
197,Explain the effects of desertification.,1,0.025,100,1,0.0390625,8.75744915008545,1.019049330730136,prompts.txt
198,Explain the effects of urbanization on the environment.,1,0.025,100,1,0.03508771929824561,9.514575004577637,0.6898792816876328,prompts.txt
199,Explain the causes and effects of air pollution.,1,0.025,100,1,0.06060606060606061,6.254317283630371,2.2691813830507575,prompts.txt
200,What are the key principles of good leadership?,1,0.025,100,1,0.04,74.01744079589844,0.48038446141526137,prompts.txt
201,What are the key elements of effective communication?,1,0.025,100,1,0.046875,9.84977912902832,1.585187847802434,prompts.txt
202,What are the pros and cons of social media?,1,0.025,100,1,0.03225806451612903,18.26133155822754,0.448321933248046,prompts.txt
203,What are the pros and cons of space exploration?,1,0.025,100,1,0.0625,19.799728393554688,2.7174648819470297,prompts.txt
204,What are the benefits of teamwork?,1,0.025,100,1,0.0641025641025641,21.29473304748535,2.2119750590963796,prompts.txt
205,What are the benefits and drawbacks of remote work?,1,0.025,100,1,0.0390625,9.800982475280762,1.019049330730136,prompts.txt
206,What are the benefits of renewable energy?,1,0.025,100,1,0.07894736842105263,31.997865676879883,2.1300497672111374,prompts.txt
207,What are the challenges facing renewable energy adoption?,1,0.025,100,1,0.05333333333333334,24.95520782470703,1.5716505559714824,prompts.txt
208,What are the benefits of learning a second language?,1,0.025,100,1,0.06382978723404255,30.62200355529785,1.7050677009147388,prompts.txt
209,What are the benefits of meditation?,1,0.025,100,1,0.0547945205479452,8.438919067382812,1.6305177053178876,prompts.txt
210,What are the benefits of exercise for mental health?,1,0.025,100,1,0.058823529411764705,10.090349197387695,1.9973587385891403,prompts.txt
211,What are the benefits of eating fruits and vegetables?,1,0.025,100,1,0.06741573033707865,7.157953262329102,2.563006103797143,prompts.txt
212,What are the benefits of physical fitness?,1,0.025,100,1,0.07758620689655173,6.138271808624268,3.6276763040453206,prompts.txt
213,What are the key factors that contribute to happiness?,1,0.025,100,1,0.14285714285714285,11.599796295166016,1.997250857807048,prompts.txt
214,What are the main causes of climate change?,1,0.025,100,1,0.06666666666666667,5.966585636138916,2.311250817605121,prompts.txt
215,What are the main causes of deforestation?,1,0.025,100,1,0.058823529411764705,82.0785903930664,0.8932459829877099,prompts.txt
216,What are the main causes of economic inequality?,1,0.025,100,1,0.046875,11.614322662353516,1.585187847802434,prompts.txt
217,What are the main causes of global warming?,1,0.025,100,1,0.04054054054054054,5.874453544616699,0.8562679097074309,prompts.txt
218,What are the impacts of plastic pollution?,1,0.025,100,1,0.047619047619047616,15.39403247833252,1.3278274598477633,prompts.txt
219,What are the impacts of overfishing?,1,0.025,100,1,0.04081632653061224,46.95655822753906,0.7091389668511001,prompts.txt
220,What are the impacts of urbanization?,1,0.025,100,1,0.07142857142857142,19.71565818786621,1.5735915849388862,prompts.txt
221,What are the impacts of renewable energy adoption?,1,0.025,100,1,0.05194805194805195,8.252884864807129,1.5146086273487598,prompts.txt
222,What are the consequences of misinformation?,1,0.025,100,1,0.0390625,8.618888854980469,1.019049330730136,prompts.txt
223,What are the consequences of overpopulation?,1,0.025,100,1,0.04672897196261682,8.07613754272461,1.4396560816241135,prompts.txt
224,What are the consequences of automation?,1,0.025,100,1,0.10526315789473684,30.618703842163086,3.1690984341434,prompts.txt
225,What are the consequences of artificial intelligence misuse?,1,0.025,100,1,0.046875,6.6686296463012695,1.585187847802434,prompts.txt
226,What are the consequences of inequality?,1,0.025,100,1,0.04878048780487805,45.255699157714844,0.9753048303966928,prompts.txt
227,Explain the importance of critical thinking.,1,0.025,100,1,0.05511811023622047,9.775640487670898,2.173988622181849,prompts.txt
228,Explain the concept of democracy.,1,0.025,100,1,0.07920792079207921,6.563072204589844,3.489402954362418,prompts.txt
229,Explain the concept of supply and demand in economics.,1,0.025,100,1,0.08571428571428572,6.6198930740356445,3.984861462977211,prompts.txt
230,Explain the concept of human rights.,1,0.025,100,1,0.07476635514018691,6.576452732086182,3.2972768321068404,prompts.txt
231,Explain the concept of justice.,1,0.025,100,1,0.03125,8.07502269744873,0.4529108136578382,prompts.txt
232,Explain the concept of freedom.,1,0.025,100,1,0.0546875,8.85107421875,2.151326364874732,prompts.txt
233,Explain the concept of sustainability.,1,0.025,100,1,0.047244094488188976,8.047567367553711,1.6056255837029345,prompts.txt
